id,cate_id,food_name,alias_name,english_name,edible_part,water,energy,protein,fat,cholesterol,ash,carbohydrate,dietary_fiber,carotene,shihuangchun,vitamin_a,vitamin_e,thiamin,riboflavin,niacin,vitamin_c,calcium,phosphorus,potassium,sodium,magnesium,iron,zinc,selenium,copper,manganese,iodine,sfa,mufa,pufa,fatty_acids_total
512,,玛瑙石榴,,,,,264kJ,2g,0g,0mg,,14g,5g,1μg,79μg,0μg,2mg,0mg,0mg,0mg,5mg,6mg,70mg,231mg,1mg,17mg,0mg,0mg,0μg,0mg,0mg,,,,,
513,,青皮石榴,,,,,255kJ,1g,0g,0mg,,14g,5g,1μg,80μg,0μg,5mg,0mg,0mg,0mg,8mg,6mg,68mg,243mg,1mg,15mg,0mg,0mg,0μg,0mg,0mg,,,,,
514,,柿,,,,,297kJ,0g,0g,0mg,,17g,1g,0μg,81μg,20μg,1mg,0mg,0mg,0mg,30mg,9mg,23mg,151mg,1mg,19mg,0mg,0mg,0μg,0mg,0mg,,,,,
515,,荷柿,,,,,238kJ,1g,0g,0mg,,13g,4g,0μg,82μg,73μg,3mg,0mg,0mg,0mg,11mg,9mg,17mg,109mg,1mg,8mg,0mg,0mg,0μg,0mg,0mg,,,,,
516,,磨盘柿,,,,,318kJ,1g,0g,0mg,,18g,2g,0μg,79μg,17μg,1mg,0mg,0mg,0mg,10mg,5mg,14mg,135mg,5mg,3mg,0mg,0mg,0μg,0mg,0mg,,,,,
517,,柿饼,,,,,1046kJ,2g,0g,0mg,,60g,3g,1μg,34μg,48μg,1mg,0mg,0mg,0mg,0mg,54mg,55mg,339mg,6mg,21mg,3mg,0mg,1μg,0mg,0mg,,,,,
518,,桑葚(均值),,,,,205kJ,2g,0g,0mg,,10g,4g,1μg,83μg,5μg,10mg,0mg,0mg,0mg,0mg,37mg,33mg,32mg,2mg,0mg,0mg,0mg,6μg,0mg,0mg,,,,,
519,,桑葚(白),,,,,209kJ,2g,0g,0mg,,10g,5g,1μg,82μg,5μg,7mg,0mg,0mg,0mg,0mg,43mg,0mg,33mg,2mg,0mg,0mg,0mg,5μg,0mg,0mg,,,,,
520,,桑葚(红),,,,,201kJ,2g,0g,0mg,,10g,3g,1μg,84μg,3μg,13mg,0mg,0mg,0mg,0mg,30mg,33mg,32mg,2mg,0mg,0mg,0mg,6μg,0mg,0mg,,,,,
521,,桑葚(干),,,,,1000kJ,21g,6g,0mg,,25g,29g,8μg,11μg,0μg,33mg,0mg,1mg,5mg,7mg,622mg,486mg,159mg,28mg,332mg,42mg,6mg,34μg,2mg,4mg,,,,,
522,,醋栗[灯笼果],,,,,184kJ,1g,1g,0mg,,10g,2g,0μg,88μg,0μg,0mg,0mg,0mg,0mg,28mg,25mg,27mg,198mg,1mg,10mg,0mg,0mg,0μg,0mg,0mg,,,,,
523,,黑醋栗[黑加仑],,,,,264kJ,1g,0g,0mg,,15g,2g,1μg,82μg,0μg,0mg,0mg,0mg,0mg,181mg,55mg,59mg,322mg,2mg,24mg,2mg,0mg,0μg,0mg,0mg,,,,,
524,,沙棘,,,,,498kJ,1g,2g,0mg,,25g,1g,1μg,71μg,640μg,0mg,0mg,0mg,0mg,204mg,104mg,54mg,359mg,28mg,33mg,9mg,1mg,3μg,1mg,1mg,,,,,
525,,无花果,,,,,247kJ,2g,0g,0mg,,13g,3g,1μg,81μg,5μg,2mg,0mg,0mg,0mg,2mg,67mg,18mg,212mg,6mg,17mg,0mg,1mg,1μg,0mg,0mg,,,,,
526,,中华猕猴桃[毛叶猕猴桃],,,,,234kJ,1g,1g,0mg,,12g,3g,1μg,83μg,22μg,2mg,0mg,0mg,0mg,62mg,27mg,26mg,144mg,10mg,12mg,1mg,1mg,0μg,2mg,1mg,,,,,
527,,草莓[洋莓，凤阳草莓],,,,,126kJ,1g,0g,0mg,,6g,1g,0μg,91μg,5μg,1mg,0mg,0mg,0mg,47mg,18mg,27mg,131mg,4mg,12mg,2mg,0mg,1μg,0mg,0mg,,,,,
528,,橙,,,,,197kJ,1g,0g,0mg,,10g,1g,0μg,87μg,27μg,1mg,0mg,0mg,0mg,33mg,20mg,22mg,159mg,1mg,14mg,0mg,0mg,0μg,0mg,0mg,,,,,
529,,柑桔(均值),,,,,213kJ,1g,0g,0mg,,12g,0g,0μg,87μg,148μg,1mg,0mg,0mg,0mg,28mg,35mg,18mg,154mg,1mg,11mg,0mg,0mg,0μg,0mg,0mg,,,,,
530,,福桔,,,,,188kJ,1g,0g,0mg,,10g,0g,0μg,88μg,100μg,0mg,0mg,0mg,0mg,11mg,27mg,5mg,127mg,0mg,14mg,1mg,0mg,0μg,0mg,0mg,,,,,
531,,桔柑子[宽皮桂],,,,,180kJ,1g,0g,0mg,,10g,0g,0μg,89μg,82μg,1mg,0mg,0mg,0mg,35mg,24mg,18mg,128mg,1mg,14mg,0mg,0mg,1μg,0mg,0mg,,,,,
532,,金桔[金枣],,,,,230kJ,1g,0g,0mg,,12g,1g,0μg,85μg,62μg,2mg,0mg,0mg,0mg,35mg,56mg,20mg,144mg,3mg,20mg,1mg,0mg,1μg,0mg,0mg,,,,,
533,,芦柑,,,,,180kJ,1g,0g,0mg,,10g,1g,0μg,88μg,87μg,0mg,0mg,0mg,0mg,19mg,45mg,25mg,54mg,0mg,45mg,1mg,0mg,0μg,0mg,0mg,,,,,
534,,蜜桔,,,,,176kJ,1g,0g,0mg,,9g,1g,0μg,88μg,277μg,0mg,0mg,0mg,0mg,19mg,19mg,18mg,177mg,1mg,16mg,0mg,0mg,0μg,0mg,0mg,,,,,
535,,三湖红桔,,,,,172kJ,1g,0g,0mg,,9g,1g,0μg,88μg,0μg,0mg,0mg,0mg,0mg,3mg,33mg,25mg,250mg,1mg,16mg,0mg,0mg,1μg,0mg,0mg,,,,,
536,,四川红桔,,,,,167kJ,1g,0g,0mg,,9g,1g,0μg,89μg,30μg,0mg,0mg,0mg,0mg,33mg,42mg,25mg,105mg,2mg,4mg,0mg,0mg,0μg,0mg,0mg,,,,,
537,,小叶桔,,,,,159kJ,1g,0g,0mg,,8g,1g,0μg,90μg,410μg,1mg,0mg,0mg,1mg,0mg,72mg,16mg,124mg,2mg,29mg,0mg,0mg,0μg,0mg,0mg,,,,,
538,,早桔,,,,,238kJ,1g,0g,0mg,,12g,0g,0μg,86μg,857μg,1mg,0mg,0mg,0mg,25mg,21mg,22mg,131mg,1mg,15mg,1mg,0mg,0μg,0mg,0mg,,,,,
539,,桔饼,,,,,1523kJ,1g,0g,0mg,,89g,4g,1μg,5μg,43μg,0mg,0mg,0mg,1mg,0mg,125mg,6mg,4mg,486mg,17mg,1mg,0mg,1μg,0mg,0mg,,,,,
540,,柚[文旦],,,,,172kJ,1g,0g,0mg,,9g,0g,0μg,89μg,2μg,0mg,0mg,0mg,0mg,23mg,4mg,24mg,119mg,3mg,4mg,0mg,0mg,1μg,0mg,0mg,,,,,
541,,柠檬,,,,,146kJ,1g,1g,0mg,,5g,1g,0μg,91μg,0μg,1mg,0mg,0mg,1mg,22mg,101mg,22mg,209mg,1mg,37mg,1mg,1mg,0μg,0mg,0mg,,,,,
542,,芭蕉[甘蕉，板蕉，牙蕉],,,,,456kJ,1g,0g,0mg,,26g,3g,1μg,69μg,0μg,0mg,0mg,0mg,1mg,0mg,6mg,18mg,330mg,1mg,29mg,0mg,0mg,1μg,0mg,1mg,,,,,
543,,菠萝[凤梨，地菠萝],,,,,172kJ,0g,0g,0mg,,10g,1g,0μg,88μg,3μg,0mg,0mg,0mg,0mg,18mg,12mg,9mg,113mg,1mg,8mg,1mg,0mg,0μg,0mg,1mg,,,,,
544,,菠萝蜜[木菠萝],,,,,431kJ,0g,0g,0mg,,25g,1g,1μg,73μg,3μg,1mg,0mg,0mg,1mg,9mg,9mg,18mg,330mg,11mg,24mg,0mg,0mg,4μg,0mg,0mg,,,,,
545,,刺梨[茨梨，木梨子],,,,,230kJ,1g,0g,0mg,,13g,4g,1μg,81μg,483μg,0mg,0mg,0mg,0mg,2585mg,68mg,13mg,0mg,0mg,0mg,3mg,0mg,0μg,0mg,0mg,,,,,
546,,番石榴[鸡矢果，番桃],,,,,172kJ,1g,0g,0mg,,8g,6g,0μg,84μg,0μg,0mg,0mg,0mg,0mg,68mg,13mg,16mg,235mg,3mg,10mg,0mg,0mg,2μg,0mg,0mg,,,,,
547,,桂圆,,,,,297kJ,1g,0g,0mg,,16g,0g,1μg,81μg,3μg,0mg,0mg,0mg,1mg,43mg,6mg,30mg,248mg,4mg,10mg,0mg,0mg,1μg,0mg,0mg,,,,,
548,,桂圆(干),,,,,1142kJ,5g,0g,0mg,,63g,2g,3μg,27μg,0μg,0mg,0mg,0mg,1mg,12mg,38mg,206mg,1348mg,3mg,81mg,1mg,1mg,12μg,1mg,0mg,,,,,
549,,桂圆肉,,,,,1310kJ,5g,1g,0mg,,72g,2g,3μg,18μg,0μg,0mg,0mg,1mg,9mg,27mg,39mg,120mg,129mg,7mg,55mg,4mg,1mg,3μg,1mg,0mg,,,,,
550,,黄皮果,,,,,130kJ,2g,0g,0mg,,6g,4g,1μg,88μg,0μg,0mg,0mg,0mg,0mg,35mg,0mg,0mg,226mg,6mg,16mg,0mg,0mg,1μg,0mg,1mg,,,,,
551,,荔枝,,,,,293kJ,1g,0g,0mg,,16g,0g,0μg,82μg,2μg,0mg,0mg,0mg,1mg,41mg,2mg,24mg,151mg,2mg,12mg,0mg,0mg,0μg,0mg,0mg,,,,,
552,,芒果[抹猛果，望果],,,,,134kJ,1g,0g,0mg,,7g,1g,0μg,91μg,150μg,1mg,0mg,0mg,0mg,23mg,0mg,11mg,138mg,3mg,14mg,0mg,0mg,1μg,0mg,0mg,,,,,
553,,木瓜[番木瓜],,,,,113kJ,0g,0g,0mg,,6g,1g,0μg,92μg,145μg,0mg,0mg,0mg,0mg,43mg,17mg,12mg,18mg,28mg,9mg,0mg,0mg,2μg,0mg,0mg,,,,,
554,,人参果,,,,,335kJ,1g,1g,0mg,,18g,4g,0μg,77μg,8μg,0mg,0mg,0mg,0mg,12mg,13mg,7mg,100mg,7mg,11mg,0mg,0mg,2μg,0mg,0mg,,,,,
555,,香蕉[甘蕉],,,,,381kJ,1g,0g,0mg,,21g,1g,1μg,76μg,10μg,0mg,0mg,0mg,1mg,8mg,7mg,28mg,256mg,1mg,43mg,0mg,0mg,1μg,0mg,1mg,,,,,
556,,杨梅[树梅，山杨梅],,,,,117kJ,1g,0g,0mg,,6g,1g,0μg,92μg,7μg,1mg,0mg,0mg,0mg,9mg,14mg,8mg,149mg,1mg,10mg,1mg,0mg,0μg,0mg,1mg,,,,,
557,,杨桃,,,,,121kJ,1g,0g,0mg,,6g,1g,0μg,91μg,3μg,0mg,0mg,0mg,1mg,7mg,4mg,18mg,128mg,1mg,10mg,0mg,0mg,1μg,0mg,0mg,,,,,
558,,椰子,,,,,967kJ,4g,12g,0mg,,27g,5g,1μg,52μg,0μg,0mg,0mg,0mg,0mg,6mg,2mg,90mg,475mg,56mg,65mg,2mg,1mg,0μg,0mg,0mg,,,,,
559,,枇杷,,,,,163kJ,1g,0g,0mg,,8g,1g,0μg,89μg,0μg,0mg,0mg,0mg,0mg,8mg,17mg,8mg,122mg,4mg,10mg,1mg,0mg,1μg,0mg,0mg,,,,,
560,,橄榄(白榄),,,,,205kJ,1g,0g,0mg,,11g,4g,1μg,83μg,22μg,0mg,0mg,0mg,1mg,3mg,49mg,18mg,23mg,0mg,10mg,0mg,0mg,0μg,0mg,0mg,,,,,
561,,余柑子[油柑子],,,,,159kJ,0g,0g,0mg,,9g,3g,1μg,87μg,8μg,0mg,0mg,0mg,0mg,62mg,6mg,9mg,15mg,0mg,8mg,0mg,0mg,1μg,0mg,1mg,,,,,
562,,白金瓜,,,,,100kJ,0g,0g,0mg,,6g,0g,0μg,93μg,17μg,0mg,0mg,0mg,1mg,17mg,12mg,13mg,182mg,2mg,10mg,0mg,0mg,0μg,0mg,0mg,,,,,
563,,白兰瓜,,,,,88kJ,1g,0g,0mg,,4g,1g,1μg,93μg,7μg,0mg,0mg,0mg,1mg,14mg,24mg,13mg,0mg,0mg,0mg,1mg,0mg,0μg,0mg,0mg,,,,,
564,,哈蜜瓜,,,,,142kJ,0g,0g,0mg,,8g,0g,0μg,91μg,153μg,0mg,0mg,0mg,0mg,12mg,4mg,19mg,190mg,27mg,19mg,0mg,0mg,1μg,0mg,0mg,,,,,
565,,黄河蜜瓜,,,,,21kJ,0g,0g,0mg,,1g,3g,1μg,95μg,30μg,0mg,0mg,0mg,0mg,15mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
566,,金塔寺瓜,,,,,38kJ,1g,0g,0mg,,1g,1g,0μg,97μg,0μg,0mg,0mg,0mg,0mg,18mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
567,,灵蜜瓜,,,,,13kJ,0g,0g,0mg,,0g,0g,1μg,98μg,0μg,0mg,0mg,0mg,0mg,0mg,12mg,1mg,62mg,5mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
568,,麻醉瓜,,,,,71kJ,1g,0g,0mg,,3g,0g,0μg,95μg,0μg,0mg,0mg,0mg,0mg,17mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
569,,甜瓜[香瓜],,,,,109kJ,0g,0g,0mg,,6g,0g,0μg,93μg,5μg,0mg,0mg,0mg,0mg,15mg,14mg,17mg,139mg,9mg,11mg,1mg,0mg,0μg,0mg,0mg,,,,,
570,,西瓜(均值),,,,,105kJ,1g,0g,0mg,,6g,0g,0μg,93μg,75μg,0mg,0mg,0mg,0mg,6mg,8mg,9mg,87mg,3mg,8mg,0mg,0mg,0μg,0mg,0mg,,,,,
571,,西瓜(京欣一号),,,,,142kJ,0g,0g,0mg,,8g,0g,0μg,91μg,13μg,0mg,0mg,0mg,0mg,7mg,10mg,13mg,79mg,4mg,11mg,0mg,0mg,0μg,0mg,0mg,,,,,
572,,西瓜(郑州三号),,,,,105kJ,1g,0g,0mg,,6g,0g,0μg,93μg,35μg,0mg,0mg,0mg,0mg,4mg,4mg,11mg,115mg,2mg,10mg,0mg,0mg,0μg,0mg,0mg,,,,,
573,,西瓜(忠于6号，黑皮),,,,,134kJ,0g,0g,0mg,,6g,0g,0μg,92μg,38μg,0mg,0mg,0mg,0mg,6mg,0mg,0mg,0mg,0mg,22mg,0mg,0mg,0μg,0mg,0mg,,,,,
574,,籽瓜,,,,,17kJ,0g,0g,0mg,,0g,0g,0μg,99μg,0μg,0mg,0mg,0mg,0mg,10mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
575,,白果(干)[银杏],,,,,1485kJ,13g,1g,0mg,,73g,0g,3μg,10μg,0μg,25mg,0mg,0mg,0mg,0mg,54mg,23mg,17mg,18mg,0mg,0mg,1mg,14μg,0mg,2mg,,,,,
576,,菠萝蜜子,,,,,669kJ,5g,0g,0mg,,34g,2g,1μg,57μg,0μg,0mg,0mg,0mg,1mg,16mg,18mg,68mg,400mg,12mg,27mg,2mg,1mg,10μg,0mg,0mg,,,,,
577,,核桃(鲜),,,,,1372kJ,13g,30g,0mg,,2g,4g,1μg,50μg,0μg,41mg,0mg,0mg,1mg,10mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
578,,核桃(干)[胡桃],,,,,2623kJ,15g,59g,0mg,,10g,10g,2μg,5μg,5μg,43mg,0mg,0mg,1mg,1mg,56mg,294mg,385mg,6mg,131mg,3mg,2mg,5μg,1mg,3mg,,,,,
579,,毛核桃,,,,,728kJ,12g,7g,0mg,,16g,5g,2μg,58μg,0μg,0mg,0mg,0mg,2mg,40mg,0mg,0mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
580,,山核桃(干),,,,,2515kJ,18g,50g,0mg,,19g,7g,3μg,2μg,5μg,66mg,0mg,0mg,0mg,0mg,57mg,521mg,237mg,251mg,306mg,7mg,6mg,1μg,2mg,8mg,,,,,
581,,山核桃(熟)[小核桃],,,,,2494kJ,8g,51g,0mg,,27g,8g,4μg,2μg,0μg,14mg,0mg,0mg,1mg,0mg,133mg,222mg,241mg,430mg,5mg,5mg,13mg,0μg,0mg,0mg,,,,,
582,,栗子(鲜)[板栗],,,,,774kJ,4g,1g,0mg,,40g,2g,1μg,52μg,32μg,5mg,0mg,0mg,1mg,24mg,17mg,89mg,442mg,14mg,50mg,1mg,1mg,1μg,0mg,2mg,,,,,
583,,栗子(干),,,,,1443kJ,5g,2g,0mg,,77g,1g,1μg,13μg,5μg,11mg,0mg,0mg,1mg,25mg,0mg,0mg,0mg,8mg,56mg,1mg,1mg,0μg,1mg,1mg,,,,,
584,,栗子(熟)[板栗],,,,,887kJ,5g,2g,0mg,,45g,1g,1μg,47μg,40μg,0mg,0mg,0mg,1mg,36mg,15mg,91mg,0mg,0mg,0mg,2mg,0mg,0μg,0mg,0mg,,,,,
585,,松子(生),,,,,2678kJ,13g,63g,0mg,,7g,12g,3μg,3μg,7μg,34mg,0mg,0mg,4mg,0mg,3mg,620mg,184mg,0mg,567mg,6mg,9mg,1μg,3mg,10mg,,,,,
586,,松子(炒),,,,,2590kJ,14g,58g,0mg,,9g,12g,2μg,4μg,5μg,25mg,0mg,0mg,4mg,0mg,161mg,227mg,612mg,3mg,186mg,5mg,5mg,1μg,1mg,7mg,,,,,
587,,松子仁,,,,,2920kJ,13g,71g,0mg,,2g,10g,3μg,1μg,2μg,33mg,0mg,0mg,4mg,0mg,78mg,569mg,502mg,10mg,116mg,4mg,5mg,1μg,1mg,6mg,,,,,
588,,杏仁,,,,,2351kJ,22g,45g,0mg,,16g,8g,3μg,6μg,0μg,19mg,0mg,1mg,0mg,26mg,97mg,27mg,106mg,8mg,178mg,2mg,4mg,16μg,1mg,1mg,,,,,
589,,杏仁(大),,,,,2105kJ,20g,43g,0mg,,9g,18g,3μg,6μg,0μg,0mg,0mg,2mg,0mg,26mg,49mg,4mg,169mg,0mg,0mg,1mg,4mg,27μg,1mg,1mg,,,,,
590,,杏仁(炒),,,,,2510kJ,26g,51g,0mg,,10g,9g,2μg,2μg,17μg,0mg,0mg,1mg,2mg,0mg,141mg,202mg,0mg,0mg,0mg,4mg,0mg,0μg,0mg,0mg,,,,,
591,,杏仁(原味全部),,,,,2418kJ,21g,51g,0mg,,20g,12g,3μg,5μg,0μg,0mg,0mg,1mg,4mg,0mg,248mg,474mg,728mg,1mg,275mg,4mg,3mg,4μg,1mg,3mg,,,,,
592,,杏仁(漂白后),,,,,2431kJ,22g,51g,0mg,,20g,10g,3μg,4μg,0μg,0mg,0mg,1mg,4mg,0mg,216mg,480mg,687mg,28mg,275mg,4mg,3mg,4μg,1mg,2mg,,,,,
593,,杏仁(过油炸干),,,,,2540kJ,21g,55g,0mg,,18g,10g,3μg,3μg,0μg,0mg,0mg,1mg,4mg,0mg,291mg,466mg,699mg,1mg,274mg,4mg,3mg,4μg,1mg,2mg,,,,,
594,,杏仁(烤干，不加盐),,,,,2498kJ,22g,53g,0mg,,19g,12g,3μg,3μg,0μg,0mg,0mg,1mg,4mg,0mg,266mg,489mg,746mg,1mg,286mg,4mg,4mg,4μg,1mg,3mg,,,,,
595,,杏仁(烤干，加盐),,,,,2498kJ,22g,53g,0mg,,19g,12g,3μg,3μg,0μg,0mg,0mg,1mg,4mg,0mg,266mg,489mg,746mg,339mg,286mg,4mg,4mg,4μg,1mg,3mg,,,,,
596,,橡实[橡子，青冈子],,,,,967kJ,4g,2g,0mg,,49g,1g,1μg,42μg,0μg,0mg,0mg,0mg,0mg,7mg,112mg,64mg,0mg,0mg,0mg,6mg,0mg,0μg,0mg,0mg,,,,,
597,,腰果,,,,,2310kJ,17g,37g,0mg,,38g,4g,2μg,2μg,8μg,3mg,0mg,0mg,1mg,0mg,26mg,395mg,503mg,251mg,153mg,5mg,4mg,34μg,1mg,2mg,,,,,
598,,榛子(干),,,,,2268kJ,20g,45g,0mg,,15g,10g,4μg,7μg,8μg,36mg,1mg,0mg,2mg,0mg,104mg,422mg,1244mg,5mg,420mg,6mg,6mg,1μg,3mg,15mg,,,,,
599,,榛子(炒),,,,,2485kJ,30g,50g,0mg,,5g,8g,4μg,2μg,12μg,25mg,0mg,0mg,10mg,0mg,815mg,423mg,686mg,153mg,502mg,5mg,4mg,2μg,2mg,18mg,,,,,
600,,胡麻籽,,,,,1632kJ,19g,31g,0mg,,9g,30g,4μg,7μg,0μg,13mg,0mg,0mg,1mg,0mg,228mg,577mg,408mg,49mg,389mg,20mg,5mg,0μg,2mg,3mg,,,,,
601,,花生(鲜)[落花生，长生果],,,,,1247kJ,12g,25g,0mg,,5g,8g,1μg,48μg,2μg,3mg,0mg,0mg,14mg,14mg,8mg,250mg,390mg,4mg,110mg,3mg,2mg,4μg,1mg,1mg,,,,,
602,,花生(炒),,,,,2464kJ,22g,48g,0mg,,18g,6g,2μg,4μg,10μg,13mg,0mg,0mg,19mg,0mg,47mg,326mg,563mg,35mg,171mg,2mg,2mg,4μg,1mg,1mg,,,,,
603,,花生仁(生),,,,,2356kJ,25g,44g,0mg,,16g,6g,2μg,7μg,5μg,18mg,1mg,0mg,18mg,2mg,39mg,324mg,587mg,4mg,178mg,2mg,2mg,4μg,1mg,1mg,,,,,
604,,花生仁(炒),,,,,2431kJ,24g,44g,0mg,,21g,4g,4μg,2μg,0μg,15mg,0mg,0mg,19mg,0mg,284mg,315mg,674mg,445mg,176mg,7mg,3mg,7μg,1mg,2mg,,,,,
605,,葵花子(生),,,,,2498kJ,24g,50g,0mg,,13g,6g,5μg,2μg,5μg,35mg,0mg,0mg,5mg,0mg,72mg,238mg,562mg,6mg,264mg,6mg,6mg,1μg,3mg,2mg,,,,,
606,,葵花子(炒),,,,,2577kJ,23g,53g,0mg,,12g,5g,5μg,2μg,5μg,26mg,0mg,0mg,5mg,0mg,72mg,564mg,491mg,1322mg,267mg,6mg,6mg,2μg,2mg,2mg,,,,,
607,,葵花子仁,,,,,2536kJ,19g,53g,0mg,,12g,4g,3μg,8μg,0μg,79mg,2mg,0mg,4mg,0mg,115mg,604mg,547mg,5mg,287mg,3mg,0mg,6μg,1mg,1mg,,,,,
608,,莲子(干),,,,,1439kJ,17g,2g,0mg,,64g,3g,4μg,10μg,0μg,3mg,0mg,0mg,4mg,5mg,97mg,550mg,846mg,5mg,242mg,4mg,3mg,3μg,1mg,8mg,,,,,
609,,莲子(糖水罐头),,,,,841kJ,3g,0g,0mg,,46g,1g,1μg,49μg,0μg,0mg,0mg,0mg,2mg,0mg,24mg,133mg,27mg,9mg,9mg,0mg,0mg,2μg,0mg,0mg,,,,,
610,,南瓜子(炒)[白瓜子],,,,,2402kJ,36g,46g,0mg,,4g,4g,6μg,4μg,0μg,27mg,0mg,0mg,3mg,0mg,37mg,0mg,672mg,16mg,376mg,6mg,7mg,27μg,1mg,4mg,,,,,
611,,南瓜子仁,,,,,2368kJ,33g,48g,0mg,,0g,5g,5μg,9μg,0μg,13mg,0mg,0mg,2mg,0mg,16mg,1159mg,102mg,21mg,2mg,2mg,3mg,3μg,1mg,1mg,,,,,
612,,西瓜子(炒),,,,,2397kJ,33g,45g,0mg,,10g,4g,4μg,4μg,0μg,1mg,0mg,0mg,3mg,0mg,28mg,765mg,612mg,188mg,448mg,8mg,7mg,23μg,2mg,2mg,,,,,
613,,西瓜子(话梅),,,,,2264kJ,30g,46g,0mg,,0g,13g,5μg,5μg,0μg,3mg,0mg,0mg,3mg,0mg,392mg,868mg,516mg,134mg,18mg,4mg,6mg,6μg,2mg,1mg,,,,,
614,,西瓜子仁,,,,,2326kJ,32g,46g,0mg,,3g,5g,4μg,9μg,0μg,27mg,0mg,0mg,1mg,0mg,0mg,818mg,186mg,9mg,1mg,5mg,0mg,11μg,0mg,1mg,,,,,
615,,芝麻籽(白),,,,,2163kJ,18g,40g,0mg,,22g,10g,5μg,5μg,0μg,38mg,0mg,0mg,4mg,0mg,620mg,513mg,266mg,32mg,202mg,14mg,4mg,4μg,1mg,1mg,,,,,
616,,芝麻籽(黑),,,,,2222kJ,19g,46g,0mg,,10g,14g,5μg,6μg,0μg,50mg,1mg,0mg,6mg,0mg,780mg,516mg,358mg,8mg,290mg,23mg,6mg,5μg,2mg,18mg,,,,,
617,,芡实米(鲜)[鸡头米],,,,,602kJ,4g,0g,0mg,,31g,0g,0μg,63μg,0μg,0mg,0mg,0mg,2mg,6mg,9mg,110mg,0mg,0mg,0mg,0mg,0mg,0μg,0mg,0mg,,,,,
618,,芡实米[鸡头米],,,,,1469kJ,8g,0g,0mg,,79g,1g,0μg,11μg,0μg,0mg,0mg,0mg,0mg,0mg,37mg,56mg,60mg,28mg,16mg,0mg,1mg,6μg,1mg,2mg,,,,,
619,,猪肉(肥瘦)(均值),,,,,1653kJ,13g,37g,80mg,,2g,0g,1μg,47μg,18μg,0mg,0mg,0mg,4mg,0mg,6mg,162mg,204mg,59mg,16mg,2mg,2mg,12μg,0mg,0mg,,,,,
620,,猪肉(肥),,,,,3376kJ,2g,89g,109mg,,0g,0g,0μg,9μg,29μg,0mg,0mg,0mg,1mg,0mg,3mg,18mg,23mg,20mg,2mg,1mg,1mg,8μg,0mg,0mg,,,,,
621,,猪肉(后臀尖),,,,,1406kJ,15g,31g,87mg,,0g,0g,1μg,54μg,16μg,1mg,0mg,0mg,3mg,0mg,5mg,130mg,178mg,58mg,12mg,1mg,1mg,3μg,0mg,0mg,,,,,
622,,猪肉(后肘),,,,,1339kJ,17g,28g,79mg,,0g,0g,1μg,58μg,8μg,0mg,0mg,0mg,3mg,0mg,6mg,142mg,188mg,77mg,12mg,1mg,2mg,7μg,0mg,0mg,,,,,
623,,猪肉(肋条肉),,,,,2377kJ,9g,59g,109mg,,0g,0g,1μg,31μg,10μg,0mg,0mg,0mg,2mg,0mg,6mg,96mg,214mg,80mg,17mg,1mg,2mg,4μg,0mg,0mg,,,,,
624,,猪肉(里脊),,,,,649kJ,20g,8g,55mg,,1g,0g,1μg,70μg,5μg,1mg,0mg,0mg,5mg,0mg,6mg,184mg,317mg,43mg,28mg,2mg,2mg,5μg,0mg,0mg,,,,,
625,,猪肉(奶脯)[软五花，猪夹心],,,,,1460kJ,8g,35g,98mg,,0g,0g,0μg,57μg,39μg,0mg,0mg,0mg,2mg,0mg,5mg,67mg,53mg,37mg,5mg,1mg,1mg,2μg,0mg,0mg,,,,,
626,,猪肉(奶面)[硬五花],,,,,1418kJ,14g,31g,77mg,,2g,0g,1μg,53μg,10μg,0mg,0mg,0mg,3mg,0mg,6mg,120mg,168mg,52mg,15mg,1mg,2mg,6μg,0mg,0mg,,,,,
627,,猪肉(前肘),,,,,1201kJ,17g,23g,79mg,,3g,0g,1μg,56μg,16μg,1mg,0mg,0mg,3mg,0mg,5mg,181mg,137mg,122mg,16mg,4mg,2mg,32μg,0mg,0mg,,,,,
628,,猪肉(瘦),,,,,598kJ,20g,6g,81mg,,2g,0g,1μg,71μg,44μg,0mg,1mg,0mg,5mg,0mg,6mg,189mg,305mg,58mg,25mg,3mg,3mg,10μg,0mg,0mg,,,,,
629,,猪肉(腿),,,,,795kJ,18g,13g,79mg,,1g,0g,1μg,68μg,3μg,0mg,1mg,0mg,5mg,0mg,6mg,185mg,295mg,63mg,25mg,1mg,2mg,13μg,0mg,0mg,,,,,
630,,猪肉(猪脖),,,,,2414kJ,8g,60g,94mg,,0g,0g,0μg,31μg,18μg,1mg,0mg,0mg,2mg,0mg,4mg,77mg,99mg,54mg,7mg,1mg,1mg,2μg,0mg,0mg,,,,,
