mufa,pufa,fat,vitamin_a,zinc,id,edible_part,carotene,vitamin_c,magnesium,selenium,iodine,thiamin,fatty_acids_total,potassium,dietary_fiber,alias_name,energy,niacin,calcium,cate_id,protein,riboflavin,sodium,copper,water,carbohydrate,vitamin_e,phosphorus,iron,food_name,english_name,cholesterol,ash,retinol,manganese,sfa
"""—""","""—""","""28.0g""","""—""","""—""","""937""","""100%""","""—""","""—""","""—""","""—""","""—""","""—""","""—""","""—""","""""","""""","""2161kJ""","""—""","""930mg""","""75""","""24.0g""","""1.10mg""","""—""","""—""","""—""","""42.2g""","""—""","""720mg""","""—""","""全脂奶粉(雀巢)""","""""","""—""","""5.8g""","""""","""—""","""—"""
"""33.0%""","""3.1%""","""29.6g""","""—""","""5.74mg""","""938""","""100%""","""3.0μg""","""—""","""92mg""","""1.40μg""","""30.2μg""","""0.23mg""","""96.6%""","""1500mg""","""""","""""","""2156kJ""","""0.60mg""","""667mg""","""75""","""25.4g""","""1.20mg""","""491.2mg""","""0.10mg""","""2.2g""","""37.0g""","""—""","""796mg""","""4.9mg""","""全脂奶粉(三鹿牌)""","""""","""58mg""","""5.8g""","""""","""0.09mg""","""59.2%"""
"""33.8%""","""4.0%""","""26.0g""","""—""","""3.97mg""","""939""","""100%""","""—""","""—""","""91mg""","""11.80μg""","""—""","""0.04mg""","""99.9%""","""209mg""","""""","""""","""2110kJ""","""0.09mg""","""750mg""","""75""","""22.0g""","""0.17mg""","""220.6mg""","""0.20mg""","""3.0g""","""45.5g""","""—""","""550mg""","""3.9mg""","""全脂奶粉(伊利牌)""","""""","""65mg""","""3.5g""","""""","""0.01mg""","""62.0%"""
"""31.8%""","""1.8%""","""21.1g""","""—""","""5.13mg""","""940""","""100%""","""—""","""—""","""67mg""","""1.20μg""","""—""","""0.11mg""","""95.8%""","""1589mg""","""""","""商品名：全脂加糖奶粉""","""2000kJ""","""0.90mg""","""589mg""","""75""","""21.2g""","""0.73mg""","""282.8mg""","""0.05mg""","""2.5g""","""50.5g""","""—""","""668mg""","""3.7mg""","""全脂甜奶粉(三鹿牌)""","""""","""32mg""","""4.7g""","""""","""0.09mg""","""61.1%"""
"""21.4%""","""2.0%""","""21.0g""","""—""","""2.63mg""","""941""","""100%""","""—""","""—""","""76mg""","""6.20μg""","""—""","""0.70mg""","""99.9%""","""1795mg""","""""","""""","""1998kJ""","""—""","""620mg""","""75""","""19.0g""","""—""","""184.1mg""","""0.19mg""","""3.2g""","""52.8g""","""—""","""460mg""","""4.3mg""","""全脂甜奶粉(伊利牌)""","""""","""28mg""","""4.0g""","""""","""0.05mg""","""76.5%"""
"""—""","""—""","""11.7g""","""—""","""7.00mg""","""942""","""100%""","""—""","""60.0mg""","""100mg""","""—""","""—""","""—""","""—""","""1325mg""","""""","""商品名：雀巢高钙高铁奶粉（低脂）""","""1934kJ""","""—""","""1745mg""","""75""","""27.0g""","""1.40mg""","""—""","""—""","""—""","""61.3g""","""—""","""1325mg""","""10.0mg""","""低脂奶粉(高钙高铁，雀巢)""","""""","""—""","""—""","""""","""—""","""—"""
"""25.4%""","""2.1%""","""11.0g""","""—""","""5.00mg""","""943""","""100%""","""—""","""65.0mg""","""35mg""","""8.40μg""","""—""","""0.30mg""","""100.0%""","""1338mg""","""""","""商品名：伊利高钙高铁低脂奶粉""","""1782kJ""","""—""","""1350mg""","""75""","""27.0g""","""1.60mg""","""406.9mg""","""0.20mg""","""3.1g""","""53.9g""","""—""","""950mg""","""12.0mg""","""低脂奶粉(高钙高铁，伊利牌)""","""""","""49mg""","""5.0g""","""""","""0.13mg""","""72.5%"""
"""—""","""—""","""13.0g""","""—""","""6.00mg""","""944""","""100%""","""—""","""40.0mg""","""50mg""","""—""","""—""","""0.80mg""","""—""","""800mg""","""""","""""","""1892kJ""","""—""","""1000mg""","""75""","""17.0g""","""1.00mg""","""350.0mg""","""—""","""4.0g""","""66.0g""","""—""","""480mg""","""9.0mg""","""高钙高铁奶粉(可淇牌)""","""""","""—""","""—""","""""","""—""","""—"""
"""—""","""—""","""11.1g""","""—""","""4.40mg""","""945""","""100%""","""—""","""51.0mg""","""55mg""","""—""","""28.0μg""","""0.40mg""","""—""","""730mg""","""""","""商品名：安儿健A+儿童成长奶粉。""","""1922kJ""","""5.20mg""","""730mg""","""75""","""17.9g""","""0.98mg""","""210.0mg""","""0.35mg""","""—""","""71.0g""","""—""","""450mg""","""8.1mg""","""儿童奶粉(安儿健A+，美赞臣)""","""""","""—""","""—""","""""","""0.04mg""","""—"""
"""—""","""—""","""9.0g""","""—""","""4.40mg""","""946""","""100%""","""170.0μg""","""38.0mg""","""60mg""","""10.00μg""","""90.0μg""","""0.50mg""","""—""","""1150mg""","""2.50g""","""商品名：适体健儿童营养奶粉。""","""1858kJ""","""6.60mg""","""500mg""","""75""","""16.0g""","""0.50mg""","""250.0mg""","""0.36mg""","""—""","""75.0g""","""—""","""500mg""","""6.3mg""","""儿童奶粉(适体健，美赞臣)""","""""","""—""","""—""","""""","""1.25mg""","""—"""
"""—""","""—""","""15.0g""","""—""","""5.40mg""","""947""","""100%""","""95.0μg""","""45.0mg""","""59mg""","""—""","""45.0μg""","""0.41mg""","""—""","""721mg""","""""","""商品名：惠氏S26金装学儿乐奶粉。""","""2000kJ""","""4.10mg""","""495mg""","""75""","""17.0g""","""0.72mg""","""248.0mg""","""0.20mg""","""—""","""68.0g""","""—""","""450mg""","""5.6mg""","""儿童奶粉(惠氏)""","""""","""—""","""—""","""""","""—""","""—"""
"""—""","""—""","""17.0g""","""—""","""6.00mg""","""948""","""100%""","""100.0μg""","""40.0mg""","""40mg""","""—""","""—""","""0.60mg""","""—""","""—""","""""","""商品名：可淇成长奶粉。""","""1972kJ""","""3.50mg""","""850mg""","""75""","""17.0g""","""0.60mg""","""—""","""—""","""4.0g""","""62.0g""","""—""","""425mg""","""9.0mg""","""儿童奶粉(可淇牌)""","""""","""—""","""—""","""""","""—""","""—"""
"""31.6%""","""13.3%""","""17.5g""","""—""","""12.20mg""","""949""","""100%""","""—""","""65.0mg""","""47mg""","""5.10μg""","""—""","""1.33mg""","""97.0%""","""1261mg""","""""","""商品名：三鹿助长奶粉。""","""1941kJ""","""7.80mg""","""756mg""","""75""","""18.3g""","""1.71mg""","""115.7mg""","""0.05mg""","""2.9g""","""57.8g""","""—""","""469mg""","""10.2mg""","""儿童奶粉(三鹿牌)""","""""","""37mg""","""3.5g""","""""","""0.12mg""","""51.5%"""
"""31.1%""","""15.1%""","""18.0g""","""—""","""6.00mg""","""950""","""100%""","""—""","""40.0mg""","""78mg""","""—""","""—""","""0.40mg""","""100.1%""","""800mg""","""""","""商品名：完达山3段配方奶粉。""","""2060kJ""","""3.60mg""","""800mg""","""75""","""17.0g""","""0.80mg""","""300.0mg""","""0.34mg""","""—""","""65.0g""","""—""","""550mg""","""8.0mg""","""儿童奶粉(完达山牌)""","""""","""—""","""—""","""""","""0.03mg""","""53.9%"""
"""—""","""—""","""6.8g""","""—""","""5.30mg""","""951""","""100%""","""85.0μg""","""102.0mg""","""130mg""","""—""","""53.0μg""","""0.65mg""","""—""","""772mg""","""""","""商品名：爱儿乐妈妈孕妇乳母奶粉（香草味）""","""1836kJ""","""7.70mg""","""407mg""","""75""","""16.0g""","""0.81mg""","""346.0mg""","""0.49mg""","""—""","""77.2g""","""—""","""386mg""","""8.1mg""","""孕妇乳母奶粉(惠氏)""","""""","""—""","""—""","""""","""0.81mg""","""—"""
"""—""","""—""","""3.9g""","""—""","""15.00mg""","""952""","""100%""","""—""","""24.0mg""","""75mg""","""—""","""60.0μg""","""0.67mg""","""—""","""1000mg""","""""","""商品名：安婴妈妈孕妇及授乳妇女营养奶粉""","""1778kJ""","""8.00mg""","""1700mg""","""75""","""23.3g""","""0.80mg""","""360.0mg""","""—""","""—""","""72.8g""","""—""","""650mg""","""7.1mg""","""孕妇乳母奶粉(美赞臣)""","""""","""—""","""—""","""""","""—""","""—"""
"""—""","""—""","""12.0g""","""—""","""6.00mg""","""953""","""100%""","""—""","""40.0mg""","""—""","""21.00μg""","""—""","""0.55mg""","""—""","""—""","""""","""""","""1872kJ""","""—""","""1000mg""","""75""","""18.0g""","""1.00mg""","""—""","""—""","""4.0g""","""66.0g""","""—""","""500mg""","""9.0mg""","""中老年奶粉(可淇牌)""","""""","""—""","""—""","""""","""—""","""—"""
"""—""","""—""","""14.4g""","""—""","""—""","""954""","""100%""","""—""","""—""","""100mg""","""—""","""—""","""0.23mg""","""—""","""1390mg""","""""","""""","""1864kJ""","""—""","""1740mg""","""75""","""30.0g""","""1.40mg""","""410.0mg""","""—""","""—""","""48.3g""","""—""","""890mg""","""—""","""中老年奶粉(雀巢)""","""""","""—""","""7.3g""","""""","""—""","""—"""
"""22.5%""","""Tr""","""5.8g""","""—""","""9.30mg""","""955""","""100%""","""—""","""45.8mg""","""78mg""","""21.50μg""","""54.2μg""","""1.33mg""","""85.4%""","""2526mg""","""""","""""","""1707kJ""","""5.90mg""","""1148mg""","""75""","""25.2g""","""1.71mg""","""175.4mg""","""0.13mg""","""2.9g""","""62.6g""","""—""","""774mg""","""9.2mg""","""中老年奶粉(三鹿牌)""","""""","""41mg""","""3.5g""","""""","""0.02mg""","""62.1%"""
"""—""","""—""","""10.0g""","""—""","""4.00mg""","""956""","""100%""","""100.0μg""","""60.0mg""","""75mg""","""—""","""60.0μg""","""1.00mg""","""—""","""—""","""""","""""","""1764kJ""","""16.60mg""","""800mg""","""75""","""22.0g""","""1.00mg""","""—""","""—""","""3.0g""","""60.0g""","""—""","""630mg""","""7.0mg""","""中老年奶粉(森永牌)""","""""","""—""","""5.0g""","""""","""—""","""—"""
"""30.5%""","""4.5%""","""25.2g""","""""","""""","""957""","""100%""","""""","""""","""""","""""","""""","""0.06mg""","""95.3%""","""""","""""","""""","""2085kJ""","""0.90mg""","""""","""75""","""18.8g""","""1.60mg""","""""","""""","""1.4g""","""49.0g""","""—""","""""","""""","""奶粉(全脂羊乳粉)""","""""","""75mg""","""5.6g""","""""","""""","""58.8%"""
"""34.5%""","""5.7%""","""2.7g""","""26.0μg""","""0.53mg""","""958""","""100%""","""""","""1.0mg""","""12mg""","""1.70μg""","""""","""0.03mg""","""97.3%""","""150mg""","""""","""""","""301kJ""","""0.20mg""","""118mg""","""76""","""2.5g""","""0.15mg""","""39.8mg""","""0.03mg""","""84.7g""","""9.3g""","""—""","""85mg""","""0.4mg""","""乳品（酸奶，均值)""","""""","""15mg""","""0.8g""","""""","""0.02mg""","""57.0%"""
"""34.5%""","""5.7%""","""0.4g""","""0μg""","""1mg""","""959""","""100%""","""1μg""","""1.0mg""","""10mg""","""1.50μg""","""""","""0.02mg""","""97.2%""","""156mg""","""0g""","""""","""241kJ""","""0.10mg""","""146mg""","""76""","""3.3g""","""0.10mg""","""28mg""","""0.01mg""","""85.5g""","""10.0g""","""0mg""","""91mg""","""0.1mg""","""酸奶(脱脂)""","""""","""18mg""","""0.8g""","""86μg""","""0.02mg""","""57.0%"""
"""16.2%""","""Tr""","""3.2g""","""—""","""0.63mg""","""960""","""100%""","""—""","""Tr""","""12mg""","""1.40μg""","""—""","""0.03mg""","""99.8%""","""272mg""","""""","""商品名：酸奶小超人。""","""372kJ""","""0.06mg""","""160mg""","""76""","""3.0g""","""0.14mg""","""69.6mg""","""0.01mg""","""81.2g""","""11.9g""","""—""","""168mg""","""1.6mg""","""酸奶(调味)""","""""","""—""","""0.7g""","""""","""0.03mg""","""83.6%"""
"""19.7%""","""Tr""","""2.9g""","""—""","""0.39mg""","""961""","""100%""","""—""","""1.0mg""","""8mg""","""1.20μg""","""—""","""0.03mg""","""100.0%""","""241mg""","""0.10g""","""商品名：果粒酸奶。""","""411kJ""","""0.08mg""","""61mg""","""76""","""3.3g""","""0.18mg""","""53.8mg""","""0.01mg""","""78.5g""","""14.6g""","""—""","""103mg""","""0.1mg""","""酸奶(果粒)""","""""","""—""","""0.7g""","""""","""0.02mg""","""80.3%"""
"""33.5%""","""8.4%""","""24g""","""152.0μg""","""7mg""","""962""","""100%""","""4μg""","""0mg""","""57mg""","""2μg""","""""","""0.06mg""","""99.9%""","""75mg""","""0g""","""""","""1372kJ""","""1mg""","""799mg""","""77""","""26g""","""1mg""","""585mg""","""0.13mg""","""43.5g""","""4g""","""1mg""","""326mg""","""2.4mg""","""奶酪[干酪]""","""""","""11mg""","""3.8g""","""44μg""","""0.16mg""","""58.0%"""
"""3.7%""","""1.1%""","""8g""","""0μg""","""2.48mg""","""963""","""100%""","""2μg""","""0mg""","""17mg""","""12μg""","""""","""0.01mg""","""93.5%""","""240mg""","""0g""","""""","""1287kJ""","""1mg""","""597mg""","""77""","""46.2g""","""1mg""","""90.2mg""","""0.34mg""","""31.9g""","""12.5g""","""0mg""","""657mg""","""3.1mg""","""奶豆腐(鲜)""","""""","""36mg""","""1.6g""","""32μg""","""0.09mg""","""88.2%"""
"""—""","""—""","""20.2g""","""220.0μg""","""0.90mg""","""964""","""100%""","""33.0μg""","""""","""20mg""","""""","""""","""0.04mg""","""—""","""95mg""","""""","""""","""1144kJ""","""0.20mg""","""360mg""","""77""","""15.6g""","""0.21mg""","""1440.0mg""","""0.07mg""","""56.5g""","""7.7g""","""—""","""280mg""","""0.2mg""","""乳酪（羊乳酪）""","""""","""70mg""","""""","""""","""""","""—"""
"""23.9%""","""2.6%""","""28.4g""","""290.0μg""","""2.35mg""","""965""","""100%""","""—""","""Tr""","""20mg""","""5.10μg""","""—""","""0.07mg""","""99.8%""","""315mg""","""0.00g""","""""","""1442kJ""","""Tr""","""445mg""","""77""","""16.5g""","""0.45mg""","""1598.0mg""","""0.02mg""","""43.0g""","""6.5g""","""0.00mg""","""389mg""","""0.2mg""","""奶酪(光明牌)""","""""","""—""","""5.6g""","""""","""0.01mg""","""73.2%"""
"""—""","""—""","""25.4g""","""55.0μg""","""5.03mg""","""966""","""100%""","""—""","""Tr""","""35mg""","""—""","""11.0μg""","""0.19mg""","""—""","""42mg""","""0.00g""","""""","""1608kJ""","""0.05mg""","""796mg""","""77""","""23.0g""","""0.30mg""","""531.8mg""","""0.06mg""","""31.7g""","""16.3g""","""—""","""307mg""","""2.2mg""","""奶酪(骑士牌)""","""""","""—""","""3.6g""","""""","""0.10mg""","""—"""
"""13.1%""","""Tr""","""11.6g""","""119.0μg""","""3.41mg""","""967""","""100%""","""—""","""Tr""","""29mg""","""6.80μg""","""—""","""0.06mg""","""99.6%""","""368mg""","""0.00g""","""""","""1011kJ""","""Tr""","""522mg""","""77""","""21.6g""","""0.49mg""","""1684.8mg""","""0.03mg""","""48.0g""","""12.6g""","""0.00mg""","""606mg""","""0.2mg""","""低脂奶酪""","""""","""37mg""","""6.2g""","""""","""0.02mg""","""86.5%"""
"""—""","""—""","""34.5g""","""—""","""4.10mg""","""968""","""100%""","""215.0μg""","""Tr""","""29mg""","""6.00μg""","""30.0μg""","""0.03mg""","""—""","""76mg""","""0.00g""","""""","""1756kJ""","""0.10mg""","""731mg""","""77""","""24.9g""","""0.41mg""","""687.0mg""","""0.05mg""","""37.3g""","""3.3g""","""—""","""500mg""","""0.3mg""","""硬质干酪""","""""","""100mg""","""—""","""""","""Tr""","""—"""
"""34.2%""","""19.0%""","""97.0g""","""297.0μg""","""0.09mg""","""969""","""100%""","""""","""""","""2mg""","""0.70μg""","""""","""""","""88.6%""","""226mg""","""""","""""","""3616kJ""","""0.00mg""","""14mg""","""78""","""0.7g""","""0.01mg""","""268.0mg""","""0.42mg""","""0.7g""","""0.9g""","""—""","""11mg""","""1.0mg""","""乳品（奶油）""","""""","""209mg""","""0.7g""","""""","""""","""35.3%"""
"""36.7%""","""5.5%""","""98.0g""","""0μg""","""0.11mg""","""970""","""100%""","""0μg""","""0mg""","""7mg""","""2μg""","""""","""0mg""","""99.1%""","""39mg""","""0g""","""""","""3715kJ""","""0mg""","""35mg""","""78""","""1.4g""","""0.02mg""","""40.3mg""","""0.01mg""","""0.5g""","""0.0g""","""0mg""","""8mg""","""1mg""","""黄油""","""""","""296mg""","""0.1g""","""0μg""","""0.05mg""","""56.2%"""
"""34.0%""","""11.3%""","""94.4g""","""426.0μg""","""0.12mg""","""971""","""100%""","""0μg""","""0mg""","""2mg""","""1μg""","""""","""0mg""","""96.8%""","""188mg""","""0g""","""""","""3598kJ""","""0mg""","""128mg""","""78""","""2g""","""0.01mg""","""73.0mg""","""0.18mg""","""2.5g""","""1.1g""","""2mg""","""9mg""","""0.4mg""","""酥油""","""""","""227mg""","""0.5g""","""2μg""","""0mg""","""51.5%"""
"""33.5%""","""5.3%""","""9g""","""41.0μg""","""2mg""","""972""","""100%""","""2μg""","""2.0mg""","""24mg""","""3.30μg""","""""","""0.03mg""","""101.2%""","""309mg""","""0g""","""""","""1400kJ""","""0.30mg""","""242mg""","""79""","""8.0g""","""0.16mg""","""212mg""","""0.04mg""","""26.2g""","""55.4g""","""0mg""","""200mg""","""0.4mg""","""炼乳(甜，罐头)""","""""","""36mg""","""1.7g""","""26μg""","""0.04mg""","""62.4%"""
"""—""","""—""","""43g""","""0μg""","""2.22mg""","""973""","""100%""","""2μg""","""0mg""","""28mg""","""5μg""","""""","""0.02mg""","""—""","""4mg""","""0g""","""""","""1925kJ""","""0.20mg""","""818mg""","""79""","""12.2g""","""0.23mg""","""2.3mg""","""0.10mg""","""36.9g""","""6.3g""","""0mg""","""308mg""","""1.3mg""","""奶皮子""","""""","""78mg""","""1.7g""","""37μg""","""0.02mg""","""—"""
"""—""","""—""","""20.2g""","""75.0μg""","""3.00mg""","""974""","""100%""","""4μg""","""5.0mg""","""32mg""","""12.10μg""","""""","""0.05mg""","""—""","""356mg""","""0g""","""""","""1982kJ""","""2mg""","""269mg""","""79""","""13.3g""","""0.20mg""","""180mg""","""0.06mg""","""3.7g""","""59.3g""","""0mg""","""427mg""","""2mg""","""奶片""","""""","""65mg""","""3.5g""","""4μg""","""0mg""","""—"""
"""33.9%""","""4.0%""","""10.0g""","""105.0μg""","""1.04mg""","""975""","""100%""","""—""","""Tr""","""21mg""","""18.70μg""","""13.7μg""","""0.07mg""","""100.0%""","""308mg""","""0.00g""","""商品名：鹰唛炼乳""","""1601kJ""","""0.21mg""","""334mg""","""79""","""7.5g""","""0.41mg""","""88.6mg""","""0.12mg""","""15.9g""","""64.9g""","""0.30mg""","""243mg""","""0.2mg""","""全脂甜炼乳(雀巢)""","""""","""7mg""","""1.7g""","""""","""0.06mg""","""62.1%"""
"""39.3%""","""6.7%""","""10.0g""","""68.0μg""","""1.15mg""","""976""","""100%""","""—""","""Tr""","""23mg""","""7.90μg""","""8.9μg""","""0.08mg""","""100.0%""","""428mg""","""0.00g""","""""","""1577kJ""","""0.22mg""","""317mg""","""79""","""8.2g""","""0.32mg""","""103.9mg""","""0.03mg""","""17.1g""","""62.8g""","""0.00mg""","""246mg""","""0.2mg""","""全脂甜炼乳(燕山牌)""","""""","""3mg""","""1.9g""","""""","""0.05mg""","""54.0%"""
"""—""","""—""","""0.2g""","""0.0μg""","""—""","""977""","""100%""","""0.0μg""","""2.0mg""","""—""","""—""","""—""","""0.10mg""","""—""","""520mg""","""0.00g""","""""","""1169kJ""","""0.20mg""","""330mg""","""79""","""10.3g""","""0.50mg""","""180.0mg""","""—""","""29.0g""","""58.0g""","""—""","""300mg""","""0.3mg""","""脱脂甜炼乳""","""""","""—""","""2.5g""","""""","""—""","""—"""
"""—""","""—""","""8.8g""","""234.0μg""","""1.10mg""","""978""","""88%""","""""","""""","""10mg""","""14.30μg""","""""","""0.11mg""","""—""","""154mg""","""""","""""","""599kJ""","""0.20mg""","""56mg""","""80""","""13.3g""","""0.27mg""","""131.5mg""","""0.15mg""","""74.1g""","""2.8g""","""—""","""130mg""","""2.0mg""","""蛋（鸡蛋，均值)""","""""","""585mg""","""1.0g""","""""","""0.04mg""","""—"""
"""45.9%""","""15.6%""","""9.0g""","""310.0μg""","""1.00mg""","""979""","""87%""","""1μg""","""0mg""","""14mg""","""17μg""","""""","""0.09mg""","""97.8%""","""98mg""","""0g""","""""","""577kJ""","""0.20mg""","""48mg""","""80""","""13g""","""0.31mg""","""95mg""","""0.06mg""","""75.8g""","""2g""","""1mg""","""176mg""","""2.0mg""","""鸡蛋(白皮)""","""""","""585mg""","""1.0g""","""76μg""","""0.03mg""","""36.1%"""
"""45.9%""","""15.6%""","""11.1g""","""194.0μg""","""1.01mg""","""980""","""88%""","""1μg""","""0mg""","""11mg""","""15.00μg""","""""","""0.13mg""","""97.8%""","""121mg""","""0g""","""""","""653kJ""","""0.20mg""","""44mg""","""80""","""13g""","""0.32mg""","""126mg""","""0.07mg""","""73.8g""","""1.3g""","""2mg""","""182mg""","""2.3mg""","""鸡蛋(红皮)""","""""","""585mg""","""1.0g""","""74μg""","""0.04mg""","""36.1%"""
"""15.0%""","""5.2%""","""6.4g""","""199.0μg""","""1.28mg""","""981""","""88%""","""1μg""","""0mg""","""5mg""","""12μg""","""""","""0.12mg""","""98.2%""","""244mg""","""0g""","""""","""577kJ""","""0mg""","""76mg""","""80""","""14.4g""","""0.19mg""","""174.0mg""","""0.32mg""","""72.6g""","""6g""","""1mg""","""33mg""","""2mg""","""鸡蛋(土鸡)""","""""","""1338mg""","""1.0g""","""73μg""","""0.06mg""","""78.0%"""
"""—""","""—""","""0.1g""","""0μg""","""0.02mg""","""982""","""100%""","""1μg""","""0mg""","""15mg""","""7.00μg""","""""","""0.04mg""","""—""","""132mg""","""0g""","""""","""254kJ""","""0.20mg""","""9mg""","""80""","""12g""","""0.31mg""","""79.4mg""","""0.05mg""","""84.4g""","""3.1g""","""0mg""","""18mg""","""2mg""","""鸡蛋白""","""""","""0mg""","""0.8g""","""84μg""","""0.02mg""","""—"""
"""42.5%""","""18.6%""","""0.1g""","""0μg""","""0.01mg""","""983""","""100%""","""1μg""","""0mg""","""10mg""","""3.00μg""","""""","""0mg""","""100.1%""","""109mg""","""0g""","""""","""187kJ""","""0.10mg""","""9mg""","""80""","""10g""","""0.31mg""","""165.1mg""","""0.01mg""","""88.4g""","""1.0g""","""0mg""","""17mg""","""0mg""","""鸡蛋白(乌骨鸡)""","""""","""0mg""","""0.7g""","""88μg""","""0.01mg""","""39.0%"""
"""—""","""—""","""28.2g""","""438.0μg""","""3.79mg""","""984""","""100%""","""""","""""","""41mg""","""27.00μg""","""""","""0.33mg""","""—""","""95mg""","""""","""""","""1360kJ""","""0.10mg""","""112mg""","""80""","""15.2g""","""0.29mg""","""54.9mg""","""0.28mg""","""51.5g""","""3.4g""","""—""","""240mg""","""6.5mg""","""蛋黄（鸡蛋黄）""","""""","""1510mg""","""1.7g""","""""","""0.06mg""","""—"""
